id,date,sex,city,product category,MontH,season,region
4986,2012-01-23,Erkek,Karaman,DİĞER,Ocak,KIŞ,İÇ ANADOLU
4987,2012-01-23,Bayan,Diyarbakır,Sağlık,Ocak,KIŞ,GÜNEYDOĞU
4988,2012-01-23,Bayan,Ankara,Zayıflama,Ocak,KIŞ,İÇ ANADOLU
4989,2012-01-23,Erkek,İzmir,Zayıflama,Ocak,KIŞ,EGE
4990,2012-01-23,Erkek,Antalya,Saç,Ocak,KIŞ,AKDENİZ
4991,2012-01-23,Erkek,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
4992,2012-01-23,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
4993,2012-01-23,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
4994,2012-01-23,Erkek,İstanbul,DİĞER,Ocak,KIŞ,MARMARA
4995,2012-01-23,Erkek,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
4996,2012-01-23,Erkek,Ankara,Cinsel,Ocak,KIŞ,İÇ ANADOLU
4997,2012-01-23,Erkek,Konya,Cinsel,Ocak,KIŞ,İÇ ANADOLU
4998,2012-01-23,Bayan,İstanbul,Ağrılar,Ocak,KIŞ,MARMARA
4999,2012-01-23,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
5000,2012-01-23,Erkek,İzmir,Zayıflama,Ocak,KIŞ,EGE
5001,2012-01-23,Erkek,İstanbul,Sağlık,Ocak,KIŞ,MARMARA
5002,2012-01-23,Erkek,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5003,2012-01-23,Erkek,Ankara,Zayıflama,Ocak,KIŞ,İÇ ANADOLU
5004,2012-01-23,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
5005,2012-01-23,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
5006,2012-01-23,Bayan,İzmir,Zayıflama,Ocak,KIŞ,EGE
5007,2012-01-23,Erkek,İzmir,Zayıflama,Ocak,KIŞ,EGE
5008,2012-01-23,Bayan,Ankara,DİĞER,Ocak,KIŞ,İÇ ANADOLU
5009,2012-01-24,Erkek,Adıyaman,Cinsel,Ocak,KIŞ,GÜNEYDOĞU
5010,2012-01-24,Erkek,Kars,Saç,Ocak,KIŞ,DOĞU ANADOLU
5011,2012-01-24,Bayan,Denizli,Bakım,Ocak,KIŞ,EGE
5012,2012-01-24,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5013,2012-01-24,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5014,2012-01-24,Erkek,Hatay,Saç,Ocak,KIŞ,AKDENİZ
5015,2012-01-24,Erkek,Ankara,Saç,Ocak,KIŞ,İÇ ANADOLU
5016,2012-01-24,Erkek,Manisa,Zayıflama,Ocak,KIŞ,EGE
5017,2012-01-24,Bayan,Muğla,Güzellik,Ocak,KIŞ,EGE
5018,2012-01-24,Bayan,Ordu,Zayıflama,Ocak,KIŞ,KARADENİZ
5019,2012-01-24,Bayan,İzmir,Bakım,Ocak,KIŞ,EGE
5020,2012-01-24,Erkek,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5021,2012-01-24,Erkek,Elazığ,Cinsel,Ocak,KIŞ,DOĞU ANADOLU
5022,2012-01-24,Erkek,Zonguldak,DİĞER,Ocak,KIŞ,KARADENİZ
5023,2012-01-24,Bayan,Kırıkkale,Zayıflama,Ocak,KIŞ,İÇ ANADOLU
5024,2012-01-24,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5025,2012-01-24,Bayan,İzmir,Zayıflama,Ocak,KIŞ,EGE
5026,2012-01-24,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5027,2012-01-24,Bayan,Artvin,Bakım,Ocak,KIŞ,KARADENİZ
5028,2012-01-24,Erkek,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5029,2012-01-25,Erkek,Ankara,Cinsel,Ocak,KIŞ,İÇ ANADOLU
5030,2012-01-25,Bayan,İstanbul,Bakım,Ocak,KIŞ,MARMARA
5031,2012-01-25,Bayan,İzmir,Zayıflama,Ocak,KIŞ,EGE
5032,2012-01-25,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
5033,2012-01-25,Erkek,İzmir,Zayıflama,Ocak,KIŞ,EGE
5034,2012-01-25,Erkek,Mardin,Cinsel,Ocak,KIŞ,GÜNEYDOĞU
5035,2012-01-25,Erkek,Uşak,Cinsel,Ocak,KIŞ,EGE
5036,2012-01-25,Erkek,Van,DİĞER,Ocak,KIŞ,DOĞU ANADOLU
5037,2012-01-25,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
5038,2012-01-25,Erkek,Erzincan,Cinsel,Ocak,KIŞ,DOĞU ANADOLU
5039,2012-01-25,Erkek,Hatay,Cinsel,Ocak,KIŞ,AKDENİZ
5040,2012-01-25,Bayan,Hatay,Zayıflama,Ocak,KIŞ,AKDENİZ
5041,2012-01-25,Bayan,İçel,Bakım,Ocak,KIŞ,AKDENİZ
5042,2012-01-25,Bayan,İzmir,Zayıflama,Ocak,KIŞ,EGE
5043,2012-01-25,Erkek,Zonguldak,Sağlık,Ocak,KIŞ,KARADENİZ
5044,2012-01-25,Bayan,Afyon,Zayıflama,Ocak,KIŞ,EGE
5045,2012-01-25,Erkek,Mersin,Güzellik,Ocak,KIŞ,AKDENİZ
5046,2012-01-25,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5047,2012-01-25,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5048,2012-01-25,Bayan,Adana,Bakım,Ocak,KIŞ,AKDENİZ
5049,2012-01-25,Erkek,Malatya,Ağrılar,Ocak,KIŞ,DOĞU ANADOLU
5050,2012-01-25,Erkek,İstanbul,DİĞER,Ocak,KIŞ,MARMARA
5051,2012-01-26,Erkek,Kocaeli,Cinsel,Ocak,KIŞ,MARMARA
5052,2012-01-26,Bayan,İzmir,Zayıflama,Ocak,KIŞ,EGE
5053,2012-01-26,Erkek,Düzce,Bakım,Ocak,KIŞ,KARADENİZ
5054,2012-01-26,Erkek,Mersin,Sağlık,Ocak,KIŞ,AKDENİZ
5055,2012-01-26,Erkek,Van,Cinsel,Ocak,KIŞ,DOĞU ANADOLU
5056,2012-01-26,Erkek,İstanbul,Cinsel,Ocak,KIŞ,MARMARA
5057,2012-01-26,Erkek,Van,Saç,Ocak,KIŞ,DOĞU ANADOLU
5058,2012-01-26,Erkek,Ankara,Zayıflama,Ocak,KIŞ,İÇ ANADOLU
5059,2012-01-26,Bayan,İstanbul,DİĞER,Ocak,KIŞ,MARMARA
5060,2012-01-26,Erkek,Amasya,Cinsel,Ocak,KIŞ,KARADENİZ
5061,2012-01-26,Bayan,Muş,DİĞER,Ocak,KIŞ,DOĞU ANADOLU
5062,2012-01-26,Bayan,İzmir,Güzellik,Ocak,KIŞ,EGE
5063,2012-01-26,Erkek,Hatay,Cinsel,Ocak,KIŞ,AKDENİZ
5064,2012-01-26,Bayan,İstanbul,Zayıflama,Ocak,KIŞ,MARMARA
5065,2012-01-26,Erkek,İzmir,Zayıflama,Ocak,KIŞ,EGE
5066,2013-05-16,Bayan,Aydın,Bakım,Mayıs,İLKBAHAR,EGE
5067,2013-05-16,Bayan,Kayseri,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5068,2013-05-16,Bayan,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5069,2013-05-16,Bayan,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5070,2013-05-16,Erkek,Konya,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5071,2013-05-16,Erkek,Van,Cinsel,Mayıs,İLKBAHAR,DOĞU ANADOLU
5072,2013-05-16,Erkek,Bursa,Cinsel,Mayıs,İLKBAHAR,MARMARA
5073,2013-05-16,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5074,2013-05-16,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5075,2013-05-16,Erkek,Diyarbakır,Cinsel,Mayıs,İLKBAHAR,GÜNEYDOĞU
5076,2013-05-16,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5077,2013-05-17,Erkek,Aydın,Bakım,Mayıs,İLKBAHAR,EGE
5078,2013-05-17,Erkek,Ankara,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5079,2013-05-17,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5080,2013-05-17,Erkek,Konya,DİĞER,Mayıs,İLKBAHAR,İÇ ANADOLU
5081,2013-05-17,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5082,2013-05-17,Erkek,Ankara,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5083,2013-05-17,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5084,2013-05-17,Erkek,Denizli,Cinsel,Mayıs,İLKBAHAR,EGE
5085,2013-05-17,Erkek,Bursa,Bakım,Mayıs,İLKBAHAR,MARMARA
5086,2013-05-17,Erkek,Balıkesir,Cinsel,Mayıs,İLKBAHAR,MARMARA
5087,2013-05-17,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5088,2013-05-17,Erkek,Kahramanmaraş,Cinsel,Mayıs,İLKBAHAR,AKDENİZ
5089,2013-05-17,Bayan,Antalya,Zayıflama,Mayıs,İLKBAHAR,AKDENİZ
5090,2013-05-17,Erkek,Aydın,Bakım,Mayıs,İLKBAHAR,EGE
5091,2013-05-17,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5092,2013-05-18,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5093,2013-05-18,Erkek,Şanlıurfa,Cinsel,Mayıs,İLKBAHAR,GÜNEYDOĞU
5094,2013-05-18,Erkek,Aydın,Bakım,Mayıs,İLKBAHAR,EGE
5095,2013-05-20,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5096,2013-05-20,Erkek,Adana,Cinsel,Mayıs,İLKBAHAR,AKDENİZ
5097,2013-05-20,Bayan,Aydın,Zayıflama,Mayıs,İLKBAHAR,EGE
5098,2013-05-20,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5099,2013-05-20,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5100,2013-05-20,Bayan,Uşak,DİĞER,Mayıs,İLKBAHAR,EGE
5101,2013-05-20,Bayan,İzmir,Bakım,Mayıs,İLKBAHAR,EGE
5102,2013-05-20,Erkek,Tokat,Bakım,Mayıs,İLKBAHAR,KARADENİZ
5103,2013-05-20,Erkek,Bursa,Bakım,Mayıs,İLKBAHAR,MARMARA
5104,2013-05-20,Erkek,Ankara,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5105,2013-05-21,Erkek,Ankara,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5106,2013-05-21,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5107,2013-05-21,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5108,2013-05-21,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5109,2013-05-22,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5110,2013-05-22,Erkek,İzmir,Bakım,Mayıs,İLKBAHAR,EGE
5111,2013-05-22,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5112,2013-05-22,Bayan,Denizli,Zayıflama,Mayıs,İLKBAHAR,EGE
5113,2013-05-22,Erkek,Erzincan,Bakım,Mayıs,İLKBAHAR,DOĞU ANADOLU
5114,2013-05-23,Bayan,Bursa,Cinsel,Mayıs,İLKBAHAR,MARMARA
5115,2013-05-23,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5116,2013-05-23,Erkek,Antalya,Bakım,Mayıs,İLKBAHAR,AKDENİZ
5117,2013-05-23,Bayan,Çanakkale,Bakım,Mayıs,İLKBAHAR,MARMARA
5118,2013-05-23,Erkek,Kayseri,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5119,2013-05-23,Erkek,Van,Cinsel,Mayıs,İLKBAHAR,DOĞU ANADOLU
5120,2013-05-23,Erkek,Hatay,Bakım,Mayıs,İLKBAHAR,AKDENİZ
5121,2013-05-23,Erkek,Diyarbakır,Cinsel,Mayıs,İLKBAHAR,GÜNEYDOĞU
5122,2013-05-23,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5123,2013-05-23,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5124,2013-05-23,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5125,2013-05-23,Erkek,Antalya,Cinsel,Mayıs,İLKBAHAR,AKDENİZ
5126,2013-05-23,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5127,2013-05-23,Erkek,Antalya,Bakım,Mayıs,İLKBAHAR,AKDENİZ
5128,2013-05-24,Erkek,Balıkesir,Bakım,Mayıs,İLKBAHAR,MARMARA
5129,2013-05-24,Erkek,Gaziantep,Cinsel,Mayıs,İLKBAHAR,GÜNEYDOĞU
5130,2013-05-24,Erkek,Ankara,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5131,2013-05-24,Bayan,Muğla,Zayıflama,Mayıs,İLKBAHAR,EGE
5132,2013-05-24,Erkek,Adana,Bakım,Mayıs,İLKBAHAR,AKDENİZ
5133,2013-05-24,Bayan,İzmir,Zayıflama,Mayıs,İLKBAHAR,EGE
5134,2013-05-24,Erkek,Gaziantep,Zayıflama,Mayıs,İLKBAHAR,GÜNEYDOĞU
5135,2013-05-24,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5136,2013-05-24,Erkek,Denizli,Cinsel,Mayıs,İLKBAHAR,EGE
5137,2013-05-24,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5138,2013-05-24,Erkek,Rize,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5139,2013-05-24,Bayan,İzmir,Bakım,Mayıs,İLKBAHAR,EGE
5140,2013-05-24,Erkek,Ankara,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5141,2013-05-24,Erkek,Ankara,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5142,2013-05-25,Erkek,Bursa,Bakım,Mayıs,İLKBAHAR,MARMARA
5143,2013-05-25,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5144,2013-05-25,Bayan,Bingöl,Bakım,Mayıs,İLKBAHAR,DOĞU ANADOLU
5145,2013-05-25,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5146,2013-05-27,Erkek,Denizli,Bakım,Mayıs,İLKBAHAR,EGE
5147,2013-05-27,Bayan,Adana,Bakım,Mayıs,İLKBAHAR,AKDENİZ
5148,2013-05-27,Bayan,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5149,2013-05-27,Erkek,Hakkari,Zayıflama,Mayıs,İLKBAHAR,DOĞU ANADOLU
5150,2013-05-27,Bayan,İstanbul,Zayıflama,Mayıs,İLKBAHAR,MARMARA
5151,2013-05-27,Erkek,Zonguldak,Zayıflama,Mayıs,İLKBAHAR,KARADENİZ
5152,2013-05-27,Erkek,Antalya,Zayıflama,Mayıs,İLKBAHAR,AKDENİZ
5153,2013-05-27,Bayan,Kırşehir,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5154,2013-05-27,Erkek,Bursa,Bakım,Mayıs,İLKBAHAR,MARMARA
5155,2013-05-27,Erkek,Sinop,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5156,2013-05-27,Bayan,Ankara,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5157,2013-05-27,Bayan,Ankara,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5158,2013-05-27,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5159,2013-05-28,Erkek,Zonguldak,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5160,2013-05-28,Erkek,Denizli,Cinsel,Mayıs,İLKBAHAR,EGE
5161,2013-05-28,Erkek,Ankara,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5162,2013-05-28,Erkek,Karaman,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5163,2013-05-28,Bayan,Isparta,Zayıflama,Mayıs,İLKBAHAR,AKDENİZ
5164,2013-05-28,Erkek,Düzce,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5165,2013-05-28,Erkek,Bursa,Cinsel,Mayıs,İLKBAHAR,MARMARA
5166,2013-05-28,Erkek,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5167,2013-05-28,Erkek,İzmir,Cinsel,Mayıs,İLKBAHAR,EGE
5168,2013-05-28,Erkek,Adana,Cinsel,Mayıs,İLKBAHAR,AKDENİZ
5169,2013-05-28,Erkek,Muğla,Cinsel,Mayıs,İLKBAHAR,EGE
5170,2013-05-28,Erkek,Trabzon,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5171,2013-05-28,Erkek,Yalova,Cinsel,Mayıs,İLKBAHAR,MARMARA
5172,2013-05-29,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5173,2013-05-29,Bayan,Ankara,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5174,2013-05-29,Erkek,Kocaeli,Bakım,Mayıs,İLKBAHAR,MARMARA
5175,2013-05-29,Erkek,Adana,Zayıflama,Mayıs,İLKBAHAR,AKDENİZ
5176,2013-05-29,Erkek,Konya,Cinsel,Mayıs,İLKBAHAR,İÇ ANADOLU
5177,2013-05-29,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5178,2013-05-29,Bayan,Bursa,Zayıflama,Mayıs,İLKBAHAR,MARMARA
5179,2013-05-29,Bayan,İzmir,Zayıflama,Mayıs,İLKBAHAR,EGE
5180,2013-05-29,Bayan,İzmir,Zayıflama,Mayıs,İLKBAHAR,EGE
5181,2013-05-29,Bayan,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5182,2013-05-29,Erkek,Hatay,Cinsel,Mayıs,İLKBAHAR,AKDENİZ
5183,2013-05-29,Erkek,Antalya,Cinsel,Mayıs,İLKBAHAR,AKDENİZ
5184,2013-05-30,Erkek,Van,Cinsel,Mayıs,İLKBAHAR,DOĞU ANADOLU
5185,2013-05-30,Bayan,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5186,2013-05-30,Erkek,Zonguldak,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5187,2013-05-31,Bayan,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5188,2013-05-31,Erkek,Tokat,Cinsel,Mayıs,İLKBAHAR,KARADENİZ
5189,2013-05-31,Erkek,Kocaeli,Bakım,Mayıs,İLKBAHAR,MARMARA
5190,2013-05-31,Erkek,Muş,Bakım,Mayıs,İLKBAHAR,DOĞU ANADOLU
5191,2013-05-31,Erkek,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5192,2013-05-31,Erkek,Zonguldak,Bakım,Mayıs,İLKBAHAR,KARADENİZ
5193,2013-05-31,Erkek,Van,Cinsel,Mayıs,İLKBAHAR,DOĞU ANADOLU
5194,2013-05-31,Erkek,Tekirdağ,Bakım,Mayıs,İLKBAHAR,MARMARA
5195,2013-05-31,Bayan,Antalya,Zayıflama,Mayıs,İLKBAHAR,AKDENİZ
5196,2013-05-31,Bayan,Karaman,Bakım,Mayıs,İLKBAHAR,İÇ ANADOLU
5197,2013-05-31,Erkek,Çanakkale,Cinsel,Mayıs,İLKBAHAR,MARMARA
5198,2013-05-31,Erkek,Bolu,Bakım,Mayıs,İLKBAHAR,KARADENİZ
5199,2013-05-31,Bayan,İstanbul,Bakım,Mayıs,İLKBAHAR,MARMARA
5200,2013-05-31,Bayan,İstanbul,Cinsel,Mayıs,İLKBAHAR,MARMARA
5201,2013-06-01,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5202,2013-06-01,Erkek,İzmir,Güzellik,Haziran,YAZ,EGE
5203,2013-06-01,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5204,2013-06-01,Erkek,Antalya,Güzellik,Haziran,YAZ,AKDENİZ
5205,2013-06-01,Erkek,Muş,Güzellik,Haziran,YAZ,DOĞU ANADOLU
5206,2013-06-01,Erkek,Tunceli,Güzellik,Haziran,YAZ,DOĞU ANADOLU
5207,2013-06-01,Bayan,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5208,2013-06-01,Erkek,Aydın,Güzellik,Haziran,YAZ,EGE
5209,2013-06-01,Erkek,Erzurum,Güzellik,Haziran,YAZ,DOĞU ANADOLU
5210,2013-06-01,Bayan,Ardahan,Bakım,Haziran,YAZ,DOĞU ANADOLU
5211,2013-06-01,Bayan,Konya,Bakım,Haziran,YAZ,İÇ ANADOLU
5212,2013-06-01,Bayan,Uşak,Güzellik,Haziran,YAZ,EGE
5213,2013-06-03,Bayan,Eskişehir,Bakım,Haziran,YAZ,İÇ ANADOLU
5214,2013-06-03,Erkek,Van,Güzellik,Haziran,YAZ,DOĞU ANADOLU
5215,2013-06-03,Erkek,Eskişehir,Cinsel,Haziran,YAZ,İÇ ANADOLU
5216,2013-06-03,Erkek,Kahramanmaraş,Cinsel,Haziran,YAZ,AKDENİZ
5217,2013-06-03,Erkek,Elazığ,Bakım,Haziran,YAZ,DOĞU ANADOLU
5218,2013-06-03,Erkek,Hatay,Güzellik,Haziran,YAZ,AKDENİZ
5219,2013-06-03,Erkek,Gaziantep,Güzellik,Haziran,YAZ,GÜNEYDOĞU
5220,2013-06-03,Erkek,İstanbul,Bakım,Haziran,YAZ,MARMARA
5221,2013-06-03,Erkek,İstanbul,Bakım,Haziran,YAZ,MARMARA
5222,2013-06-03,Bayan,İstanbul,Bakım,Haziran,YAZ,MARMARA
5223,2013-06-03,Erkek,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5224,2013-06-03,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5225,2013-06-03,Erkek,Konya,Güzellik,Haziran,YAZ,İÇ ANADOLU
5226,2013-06-03,Bayan,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5227,2013-06-03,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5228,2013-06-04,Erkek,Hatay,Bakım,Haziran,YAZ,AKDENİZ
5229,2013-06-04,Bayan,İstanbul,Bakım,Haziran,YAZ,MARMARA
5230,2013-06-04,Erkek,Samsun,Bakım,Haziran,YAZ,KARADENİZ
5231,2013-06-04,Erkek,İzmir,Bakım,Haziran,YAZ,EGE
5232,2013-06-04,Erkek,Konya,Cinsel,Haziran,YAZ,İÇ ANADOLU
5233,2013-06-05,Erkek,Bolu,Güzellik,Haziran,YAZ,KARADENİZ
5234,2013-06-05,Erkek,Ankara,Güzellik,Haziran,YAZ,İÇ ANADOLU
5235,2013-06-05,Bayan,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5236,2013-06-05,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5237,2013-06-05,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5238,2013-06-05,Bayan,İstanbul,Bakım,Haziran,YAZ,MARMARA
5239,2013-06-05,Bayan,Muş,Güzellik,Haziran,YAZ,DOĞU ANADOLU
5240,2013-06-05,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5241,2013-06-05,Erkek,Malatya,Cinsel,Haziran,YAZ,DOĞU ANADOLU
5242,2013-06-05,Erkek,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5243,2013-06-05,Erkek,Erzurum,Güzellik,Haziran,YAZ,DOĞU ANADOLU
5244,2013-06-05,Bayan,Muğla,Güzellik,Haziran,YAZ,EGE
5245,2013-06-05,Erkek,Amasya,Güzellik,Haziran,YAZ,KARADENİZ
5246,2013-06-06,Erkek,Kars,Cinsel,Haziran,YAZ,DOĞU ANADOLU
5247,2013-06-06,Erkek,Bursa,Cinsel,Haziran,YAZ,MARMARA
5248,2013-06-06,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5249,2013-06-06,Erkek,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5250,2013-06-06,Erkek,Antalya,Güzellik,Haziran,YAZ,AKDENİZ
5251,2013-06-06,Erkek,Konya,Cinsel,Haziran,YAZ,İÇ ANADOLU
5252,2013-06-06,Erkek,Antalya,Cinsel,Haziran,YAZ,AKDENİZ
5253,2013-06-06,Erkek,Adana,Bakım,Haziran,YAZ,AKDENİZ
5254,2013-06-06,Erkek,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5255,2013-06-06,Erkek,Eskişehir,Cinsel,Haziran,YAZ,İÇ ANADOLU
5256,2013-06-06,Erkek,Bursa,Cinsel,Haziran,YAZ,MARMARA
5257,2013-06-07,Erkek,Antalya,DİĞER,Haziran,YAZ,AKDENİZ
5258,2013-06-07,Erkek,Aydın,Bakım,Haziran,YAZ,EGE
5259,2013-06-07,Erkek,Diyarbakır,Güzellik,Haziran,YAZ,GÜNEYDOĞU
5260,2013-06-07,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5261,2013-06-07,Erkek,Ankara,Ağrılar,Haziran,YAZ,İÇ ANADOLU
5262,2013-06-07,Bayan,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5263,2013-06-07,Erkek,Ankara,Güzellik,Haziran,YAZ,İÇ ANADOLU
5264,2013-06-07,Bayan,İstanbul,Bakım,Haziran,YAZ,MARMARA
5265,2013-06-07,Erkek,Adıyaman,Güzellik,Haziran,YAZ,GÜNEYDOĞU
5266,2013-06-08,Erkek,İstanbul,Bakım,Haziran,YAZ,MARMARA
5267,2013-06-10,Erkek,Uşak,DİĞER,Haziran,YAZ,EGE
5268,2013-06-10,Erkek,İstanbul,DİĞER,Haziran,YAZ,MARMARA
5269,2013-06-10,Erkek,İzmir,Bakım,Haziran,YAZ,EGE
5270,2013-06-10,Erkek,Çanakkale,Cinsel,Haziran,YAZ,MARMARA
5271,2013-06-10,Erkek,İzmir,Bakım,Haziran,YAZ,EGE
5272,2013-06-10,Erkek,Konya,Bakım,Haziran,YAZ,İÇ ANADOLU
5273,2013-06-10,Erkek,Antalya,Cinsel,Haziran,YAZ,AKDENİZ
5274,2013-06-10,Erkek,Tekirdağ,Cinsel,Haziran,YAZ,MARMARA
5275,2013-06-10,Erkek,Kütahya,Cinsel,Haziran,YAZ,EGE
5276,2013-06-10,Erkek,Şanlıurfa,Cinsel,Haziran,YAZ,GÜNEYDOĞU
5277,2013-06-10,Erkek,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5278,2013-06-10,Erkek,İstanbul,Cinsel,Haziran,YAZ,MARMARA
5279,2013-06-10,Erkek,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5280,2013-09-11,Erkek,Isparta,Cinsel,Eylül,SONBAHAR,AKDENİZ
5281,2013-06-11,Bayan,İstanbul,Güzellik,Haziran,YAZ,MARMARA
5282,2013-06-11,Erkek,Ankara,Bakım,Haziran,YAZ,İÇ ANADOLU
5283,2013-06-11,Erkek,Uşak,Bakım,Haziran,YAZ,EGE
5284,2013-06-11,Bayan,Konya,Bakım,Haziran,YAZ,İÇ ANADOLU
5285,2013-06-11,Bayan,Trabzon,Bakım,Haziran,YAZ,KARADENİZ
5286,2013-06-11,Erkek,Tekirdağ,Cinsel,Haziran,YAZ,MARMARA
